SPEC_NUMBER,SK_NUMBER,AMENDMENT_NO,DRG._NUMBER,QUANTITY,ITEM_NUMBER,ALT_NUMBER,REV_NUMBER,DRAWING_ATTACHED,OTHER_SPECIFICATION,REST_DATA
,SK-NO.C & W-3767 ,AMDT.NO.1 ,Drg.No.SR SK-NO.,,,ALT-3 ,RV.3 ) J,No,& 3767 W-3767 01 W-3767 94 ( .3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 . 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 SEP.16 3 ) 09 OF .16 SEP.16 .3 ) 09 OF .16 ,HELICAL SPRING FOR AXLE BOX OTHER THAN AC COACHES ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 3 ) JAN.'09.WITH OF SEP.16 .3 ) JAN.'09.WITH OF SEP.16 
,,,,,,,,No,CEULRELESS 1 ,HELICAL SPRING 
,,AMENDMENT-5 ,DRG.NO.F-0-1-006 ,,,ALT.C/10 ,RV.2 O,No,SPECIFICATION 01 SPECIFICATION 94 SPECIFICATION .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 FEB.2004.OF .2004 FEB.2004.OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 FEB.2004.F .2004 FEB.2004.F .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 FEB.2004.OF .2004 FEB.2004.OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2004 OF .2 OF .2004 OF .2 OF .2004 OF .2 OF .2004 ,HELICAL FOR AXLE BOX TO RDSO OF OF FEB.2004..2 OF OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004 . OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004 . OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004.OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004 . OF FEB.2004..2 OF FEB.2004.2 OF FEB.2004..2 OF FEB.2004 . 
,,,,,,,,No,FOR 13 ,HELICAL CENTERLESS GROUND FOR AXLE BOX ( FOR NON AC ) 
,SKT/2009/103/,,Drg No SKT/2009,,,alt 1 ,,No,Spring 103 ,Tag Helical Material specification per drg 
,,,DRG NO T-0-1-610 ,,,ALT x/13 ,,Yes,ITEM 1 AND 3 ,PROTECTIVE TUBE COMPLETE FOR AXLE BOX GUIDE ARRGT BG TO II SECIFICATION AS PER DRAWING 
,,,DRG NO T-0-0-602 ,,ITEM NO 1 ,ALT-k MAT AND SPEC AS PER DRG ,,No,,COMPENSATING RING FOR AXLE BOX GUIDE ARRANGEMENT AND BOLSTER SUSPENSION TO ICF 
SPECN RDSO/2007/CG-08 ,,,DRG NO ICF 'S DRG T 0 2 602 ,,,ALT u/14 ,,No,) .2 ,AXLE BOX HOUSING FOR ICF FINISH 
,,,DRG T-0-2-602,,ITEM NO.2 ,ALT NO S/14 ,,No,,AXLE BOX HOUSING FOR ICF FINISH TO ICF 
,,,Drg No T-0-0-602 ,,Item No.9 ,Alt k Material specification per drg ,,No,,Compensating Ring Axle Box Guide arrangement Bolster Suspension 
,,amendment slip No.4 ,Drg.No.CG-K-4058 ,,,Alt.3 ( ,Rv.2 ) D,No,No 409 ( .2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 EC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 AUGUST-2016 2 ) 08 DEC-08 2016 AUGUST-2016 .2 ) 08 DEC-08 2016 ,High capacity thermoplastic polyester upper washer primary suspension RDSO ) conforming RDSO Specification ( ) ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 2 ) DEC-08 AUGUST-2016 .2 ) DEC-08 AUGUST-2016 
,,,,,,,,No,,RUBBER WASHER 
,,amendment-3 ,Drg CG-K-4058 ,,,Alt.-3 ,Rv.-2 s,No,CK 409 -409 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 ept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 2010 2 sept 2010 ,Hytrel Upper Washer primary suspension RDSO mat spec per RDSO Specification sept 2010 sept 2010 .-2 sept 2010 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 sept 2010 .-2 sept 2010 -2 sept 2010 .-2 sept 2010 2 sept 2010 .-2 sept 2010 -2 sept 20SPEC_NUMBER,SK_NUMBER,AMENDMENT_NO,DRG._NUMBER,QUANTITY,ITEM_NUMBER,ALT_NUMBER,REV_NUMBER,DRAWING_ATTACHED,OTHER_SPECIFICATION,REST_DATA
,,,DRG NO.- ,,,,,No,,PLASTIC SEAT AND COVER ASSEMBLY COMPLETE TO SUIT PORCELAIN COMMODE TO 
,,,,,,,,No,reservinor 40 ,Air cap 
,,,,,,,,No,,BOLT HEX HEAD TAIL END 
,,,,,,,,No,TY-DI 32 TY-DI 298 ,BLT CHS 
,,,,,,,,No,,BOLT HEX HD FD 
,,,,,,,,No,,BOLT CHEESE HEAD TAIL END 
,,,,,,,,No,HD 2 TY-D2 12 TY-D2 40 ,BLT CHS MM 
,SK HEX HEAD TYPE-B ,,,,,,,No,,BOLT C 
,,,,,,,,No,BOLT 1.1 BOLT 8 ,INCH DIA WITH NUT 
,,,,,,,,No,BOLT 3 BOLT 8 3/8 2.1 3/8 2 ,INCH LONG 
,,,,,,,,No,BOLT 1 1 5.3 1 4 ,INCH LONG 
,,,,,,,,No,BOLT 1 1 5.1 1 2 ,INCH LONG 
,,,,,,,,No,BOLT 3 BOLT 4 ,D FOR ELBOW STM PIPE 
,,,,,,,,No,,BOLT TURNED LONGER BOGIE POVIT 
,,,,,,,,No,BOLT 3 BOLT 8 3/8 3.1 3/8 8 ,INCH LONG 
,,,,,,,,No,BOLT 1 BOLT 4 ,DIA WITH NUT 
,,,,,,,,No,HEAD 32 ,BOLT TURHED HEX 
,,,,,,,,No,HD 1.1 HD 16 ,HEX DIA 
