DRG._NUMBER,ALT_NUMBER,SPEC_NUMBER,ITEM_NUMBER,AMENDMENT_NO,SK_NUMBER,QUANTITY,REV_NUMBER,REST_DATA
,,,,,,,,4 DOOR BOOKCASE NEW WITHOUT TOP SIMILER TO GODREJ MAKE OR NIKAMAL OR FEATHERLITE SPECIFICATIONS 1 Dimensions approx Width W 914mm b Depth D 320mm c Height H 1742mm 2 Should made CRCA steel anti rust treatment 3 Should equalizing mechanism easy opening closing bookcase 4 Should provided 10 lever cam lock 5 colour Prince Grey two tone colour i.e Beige Russet 6 ADC required 
,,,,,,,,Supply installation commissioning air compressor 53 CFM capacity per IS 5456 along air receiver 1000 liters capacity Technical specification attached 
,,,,,,,,G type door gear complete set consisting 2 items 1 Aluminium top amount channel 2mm thickness 6 feet length 2 Sliding door fitting Ball bearing type 
,,,,,sktop computer preloaded operating system equivalent model No 280 ,,,DeG2 MT HP following Specifications Processor Intel Core i3 6th Gen 2 RAM 4GB 3 Hard Disk 500 GB 4.Monitor 18.5 LED 5.DVD RW 6.Network 10/100/1000 Ethernet 7.OS Windows 10 Pro 8.Keyboard Mouse 9.Warranty 3 Year site Make HP DELL LENOVO 
,,,,,,,,Supply current collectors suitable shrouded type 315A DSL Aluminium Bus Bar RYBG system per Specification For 250 Amps Current collector 1 Model CCW-250 Similar 2 Make NBM Insdustries similar 3 Material Aluminium Dual arm 4 Current collector rating 250Amps 5 Cable length 02 cables 1.5 Mtr 6 Collector movement Horizontal /- 200mm Vertical /- 60mm 7 Mounting Bracket 25mm squar bar 8 Mounting distance conductor contact surface 127mm /- 5mm 9 Spring loaded contacts springs non rusting Stainless steel 10 Sintered copper shoe 250A 11 Shoe Holder ABC 12 Structure Metalic 
,,,,,,,,CONTACTOR Chicago Pneumatic Make Air Compressor Model No CPC 60 OEM Part No OP193 
,,,,,,,,Main Bearing Chicago Pneumatic Air Compressor OEM Part No 1901000051 
Drg.No CONTR 9404-,Alt-8 ,,Item No.3 ,,,,,Center pivot liner BLC Wagon RDSO S/5 
DRG.NO -WLRRM-0-4-003 ,ALT-F/4 ,,,,,,,BOGIE BOLSTER ARRANGEMENT FOR AC COACHES TO ICF COL-II FROM APPROVED SOURCES OF ICF 
,,,,,,,,Maintenance Kit WSF Make EP Brake controller consisting 20 items per attachement attachement mailed firm PAC item since IREPS program accepting uploading documents 
Drg No ICF/MRVC/D-0-3-001 ,alt-1 ,,,,,,,Bogie frame arrangement EMU Trailer Coaches 180/150 KN Air spring ICF col-1 
,,,,,,,,Liquefied petroleum gas LPG metal cutting per IS 4576/1999 Reaffirmed 2009 19 kgs capacity returnable cylinders supply effected May 17 March 18 approx 20 cylinders /month 
Drg.No WD-92081-,,,Item No 09 ,,,,,Operating shaft BOBRN wagon RDSO S-59 
Drg.No WGSCWAC-6-1-029 ,,,item No 65 ,,,,,Supply conductor Berth ICF Note -To procured RDSO Approved sources per vendor directory AM-M.7.1.1 page 57 221 Note Offers RDSO Approved sources considered 
,,,,,sket HP Chicago Pneumatic Air Compressor OEM Part No 1903108408 ,,,Outer Head Ga 
Drg.No T-0-5-648 ,,,,,,,,Wearing plate side bearer latest 
,,,,,,,,Supply assembling single cot size 75 X 36 X 18 Minimum ground clearance fit storage box along mosquito net frame detachable provision mosquito net frame also attached storage box Specification attached 
Drg.No WD-89007-,,,Item No.02 ,,,,,Roller BOBRN wagon RDSO S-71 
,Alt B ,,,,,,,Diffuser complete FTL fitting LHB coaches RCF Drawing LW 76012 
,,,,,,,,Connecting Rod Bolts Chicago Pneumatic Air Compressor OEM Part No 1903303604 
DRG .NO WLRRM-0-5-006 ,ALT- E FROM APPROVED SOURCES ONLY ,,,,,,,LOWER SPRING BEAM ARRANGEMENT FOR SELF-GENERATION AC COACHES TO ICF COL-1 
,,,,,,,,Supply PVC shrouded type 315A DSL Aluminium Bus Bar RYBG accessories Specification attached 
,,,,,skid rubber pads extra holes adjustable height Model No ATRP 12090 ,,,Magnetic white writing Board Size 3 x 4 900 X 1200mm Aluminium frame four heavy duty corners back side board tripod stand height 5 ft. MS Powder coating height adjustable clamps non TUMBI 
Drg.No.ICF/SK-6-3-446 ,Alt-c/nil ,,,,,,,Supply stainless steel auxiliary roof water tank AC Coaches roof mounted AC package unit ICF Col.I 
Drg.No.CONTR 9404-,Alt-8 ,,Item No.4 ,,,,,Center pivot ring BLC wagon S/5 
,Alt-1 ,,,,SK.NO.K2036 ,,,Dust bin composite modular toilet AC coaches RDSO Item-1 
,,,,,,,,Oil Wipre Ring HX Chicago Pneumatic Air Compressor OEM Part No 1903145908 
,,,,,,,,Big End Bearing Chicago Pneumatic Air Compressor OEM Part No 1901000053 
DRG NO T-0-1-647 ,,,,,,,,SAFETY LUG FOR AXLE BOX TO OF ICF 
Drg.No WD-91071-,ALT 9 ,,Item No 9 ,,,,,Forged door hinge RDSO S-66 latest BOBRN Wagon 
Drg.No WD-92081-,,,ITEM No.11 ,,,,,Connecting link large bushes BOBRN wagon rdso S-57 
Drg.No WD-91071-,Alt nil latest Item.01 ,,,,,,,Door flap BOBRN wagon RDSO S-66 
Drg.No WD-89007-,,,Item No.12 ,,,,,Safety bracket pin Roller BOBRN wagon RDSO S-71 
Drg No DMU/DPC/-0-3-009 ,alt ,,,,,,,Bogie frame arrangement DEMU 700 HP Coaches ICF col-1 
,,,,,,,,Sofa set 3 1 1 made teak wood design back rest top handles fine polished along bottom 3 1 1 sponge cushion 80mm thick back rest 40mm thick cloth cover center table Sofa seat covers 
DRG.NO.C/ELS/LGD/GENL/3/19.,,,,,,,,WOODEN WEDGE TO DRG ATTACHED 
,,,,,,,,SET OF OVERHAULING KIT FOR HOLDING ESCORT MAGNET VALVE TO EP UNIT EV207 3 VT CONSISTING OF 5 ITEMS 1 SEALING RING A 30 x 36 DIN 7603 -2 NO 2 K-RING N890/20 -1-2 NOS 3 O RING 16 x 2.5 BDIN 3770-2 NOS 4 FILTER 4 A 37470 -1 NO 5 FILTER 4 A 43212 2 NO 
,,,,,sket LP Chicago Pneumatic Air Compressor OEM Part No 1903108508 ,,,Outer Head Ga 
,,,,,,,,Steel almirah equivalent Model No STOREWEL PLAIN Godrej following Specifications Make GODREJ FEATHERLITE METHODEX Height approx 1981 Width approx 916 Depth approx 486 Gauge body doors 20 Gauge double door twenty No Shelves/Compartments 05 Welded/knock-down Construction Knock Construction Colour Grey 
,,,,,,,,GM vertical non-return valve per IS:778 Class-I screwed ends ISI marked Size 20mm Make Zoloto/Leader/Audco Specifications A SIZE 20 MM B.INTEGRAL SEAT C. INSIDE SCREW /SCREWED TYPE D. CLASS 1 E. LIFT TYPE F. GUN METAL LEADED IN BRONZE OR BRASS 
,,,,,,,,Office Table Similar Godrej Make Modal no.1500 CPU hanger MAKE -Godrej Nilkamal Featherlite Specifications 1 Dimensions approx a. Width W 1500mm b Depth D 750mm c. Height H 728mm 2 Table Should Provided Wooden modesty panel b Slots top frame passage wires c. A CPU hanger d. Should contain 03 drawer unit lock facility 3 ADC required 
Drg.No wd-92081-,,,ITEM No.04 ,,,,,Hook pivot pin washer BOBRN wagon RDSO S-56 
,,,,,,,,Printed vinyl sticker sticking compreg Nuwood similar thickness 12 different sizes 
,,,,,,,,Supply Digital Clamp Meter Similar MECO Make Model No 27 Auto To measure following parameters 1 AC Voltage 600V 2 DC Voltage 600V 3 AC Current 400A 4 Resistance Auto Ranging 5 Diode testing 6 Continuity testing Make MECO Similar Conditions Calibration certificate issued OEM Authorized agencies shall included supply 
Drg No DMU/DPC/-0-3-009 ,alt ,,,,,,,Bogie frame arrangement DEMU 700 HP Coaches ICF col-1 
Drg No ICF/MRVC/D-0-3-001 ,alt-1 ,,,,,,,Bogie frame arrangement EMU Trailer Coaches 180/150 KN Air spring ICF col-1 
,,,,,,,,Gun Metal Vertical Non-return valve screwed female ends per IS:778 Class-I ISI marked Size:25mm Make Zoloto/Leader/Audco/HB Specifications a. size 25 b. integral seat c.inside screw /screwed type d.class-1 e. lift type f. Gun metal leaded bronze brass 
,,,,,,,,G type door gear complete set consisting 2 items 1 Aluminium top amount channel 2mm thickness 6 feet length 2 Sliding door fitting Ball bearing type 
,,,,,,,,"Set Tyres TATA Lorry following Specifications 10.00 20 16 PR Nylon 146/142J Max load single 3,000kgs 795KP 115PSI cold max load 630kgs Make CEAT MRF DUNLOP 1 Each set consists Tyre Tube Flap 2 Purchase proof authorized dealer submitted 3 Guarantee/Warranty given per OEM "
Drg.No WTAC 4-0-3-405 ,alternator ICF Alt-a/Nil ,,,,,,,Belt Tension Bracket Assembly Modified 25kw 
DRG.NO T-5-5-527 ,ALT.P/18 ,,,,,,,RUBBER BUFFER FOR LAVATORY WINDOW TO ICF ITEM-1 
,,,,,,,,"LaserJet printer equivalent Model HP LaserJet PRO M202/203 Printer series Similar Model Print speed Up 26/25 ppm Letter/A4 ISO Up 1200 x 1200 dpl Black Best Up 4800 x 600 dpl Black Normal 750 MHZ 128 MB RAM 2-Line LCD Text Duty Cycle 15,000pages per month RMPV Up 250 2,000 pages2 1HI-Speed USB 2.0 1 Ethernet 10/100 Make HP CANON SAMSUNG "
,,,,,sktop computer preloaded operating system equivalent model No 280 ,,,DeG2 MT HP following Specifications Processor Intel Core i3 6th Gen 2 RAM 4GB 3 Hard Disk 500 GB 4.Monitor 18.5 LED 5.DVD RW 6.Network 10/100/100 Ethernet 7.OS Windows 10 Pro 8.Keyboard Mouse 9.Warranty 3 Year site Make HP DELL LENOVO 
Drg.No T-0-3-678 ,Alternator Non-AC Coaches ICF Col-2 ,,,,,,,Modified belt tension bracket arrangement 4.5 KW Alt-j 
,,,,,,,,VALVE PRESSURE REGULATOR TO CUMMINS PART NO:3235129 MAKE CUMMINS OR EQUIVALENT 
DRG NO.DMU/DPC-0-4-001 ,ALT-M/8 ,,,,,,,BOGIE BOLSTER ARRANGEMENT FOR DEMU 700HP COACHES TO ICF COL-I 
,Alt B ,,,,,,,Diffuser complete FTL fitting LHB coaches RCF Drawing LW 76012 
,,,,,,,,Welding Rectifier Machine -600A per specification .description attached 
,,,,,,,,Liquefied petroleum gas LPG metal cutting per IS 4576/1999 Reaffirmed 2009 19 kgs capacity returnable cylinders supply effected May 17 March 18 approx 20 cylinders /month 
,,,,,,,,Supply Digital Clamp Meter Similar MECO Make Model No 27 Auto To measure following parameters 1 AC Voltage 600V 2 DC Voltage 600V 3 AC Current 400A 4 Resistance Auto Ranging 5 Diode testing 6 Continuity testing Make MECO Similar Conditions Calibration certificate issued OEM Authorized agencies shall included supply 
Drg.No.CG-11085 ,Alt.3 ,,,,,,,P-Trap Interface Dia.150mm RDSO 
DRG NO DMU/DPC-0-3-009 ,ALT-F Note Offers RCF/ICF approved sources considered ,,,,,,,BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF COL-I 
,,,,,,,,SHORT BODY BIB COCK AS PER JAQUAR MODEL NO CON-54 OR HINDWARE FOAM TYPE 
DRG NO DMU/DPC5-0-3 -- 501 ,ALT-w/5 ,,,,,,,BOGIE BOLSTER ARRANGEMENT FOR AIR SUSPENSION BOGIE FOR DEMU 1400HP-NON AERO DYNAMIC COACHES TO ICF COL-I 
DRG.NO -DMU/DPC10-0-4-001 ,ALT-D ,,,,,,,BOLSTER ARRANGEMENT FOR ALL TYPES OF 20 TONNE BOGIE WITH 180 KN AIR SPRING TO ICF COL-I 
,,,,,,,,Integrated Test Bench Air Spring Suspension Control Equipment Leveling valve Duplex check valve As Per enclosed specification 
,,,,,sk One time use throw cloth Note Fabric mask 3 ,,,Nose Maply Elastic 
,,SPECN.NO.TI/SPC/OHE/TOOL SPL/0990.RDSO ,,,,,,1.6 TONNE LIFTING CAPACITY 2.6 TONNES PULLING CAPACITY GEARLESS HAND OPERATED PULLING AND LIFTING MACHINE WITH 20 METERS LENGTH OF GALVANISED STEEL WIRE ROPE AS PER RDSO 
DRG.NO LWGFAC-2-1-001 ,ALT A .ONE COUPLER SET SHALL CONSIST OF THE FOLLOWING.1.,,,,,QTY-1 ,REV-01 ,DESIGN MANUFACTURE AND SUPPLY OF IMPROVED HIGH TENSILE TIGHT LOCK CENTRE BUFFER COUPLER WITH AAR H TYPE HEAD BALANCED DRAFT GEAR AND ITS ASSOCIATED COMPONENTS FOR FITMENT ON BROAD GAUGE PASSENGER COACHES OF INDIAN RAILWAY AS PER RDSO SPEC.NO.RDSO/2011/CG-03 OR LATEST.RDSO APPROVED SOURCES ONLY NEED TO QUOTE COUPLER MOUNTING ARRANGEMENT ON UNDER FRAME SHALL BE GENERALLY TO ICF TIGHT LOCK COUPLER HEAD AND ASSOCIATED COMPONENTS REFERENCE RDSO APPROVED FIRM DRAWINGS NO.2 BALANCED DRAFT GEAR WITH PIVOT PIN REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 NO.3.SUPPORTING DEVICE FOR COUPLER HEAD WITH M20 FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 NO.4.MANUAL UNCOUPLING DEVICE WITH M12 FASTENERS REFERANCE RDSO APPROVED FIRM DRAWVINGS QTY-1 NO.5 REAR CARRIER PLATE FOR DRAFT GEAR WITH M16 FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 NO.6 FRONT CARRIER PLATE FOR DRAFT GEAR WITH M16 FASTENERS RDSO APPROVED FIRM DRAWINGS QTY-1 NO 
,,,,,,,,CRUSHED HARD COKE TO SIZE 12 TO 20MM WITHOUT POWDER PACKED IN 40 KGS BAGS TO IS 439 1989 GR .I FC 
DRG.NO.WD-90007/,ALT-13 ,,,,,,,FLAP DOOR ARRANGEMENT IN ASSEMBLED CONDITION FOR BOXN BOXNHS WAGON TO S-01 ITEMS 1 4 5 6 7 9 10 NOTE MATERIALS SHOULD BE MANUFACTURED OUT OF NON-COPPER BEARING STEEL TO IS 2062/11 E-250 C IN LIEU OF COPPER BEARING STEEL 
DRG.NO.WD.00006-,ALT-3 ,,,AMEND.NO.1 ,,,,BRAKE BLOCK K TYPE FOR BCNHL/BOXNHL WAGON AS PER RDSO S-01 MATERIAL CONFIRMING TO STR.NO.WD.14.A-ABR-2007 READ WITH OF JULY-2009 
DRG NO CONTR 9404-,ALT 7 ,,ITEM NO.17 ,AMDT NO.1 ,,,REV-2 ,ADPATOR RETAINER BOLT AND LOCK NUT S/2 OR LATEST REF DR. NO CONTR-9404 S/4 ALT T ITEM 4 SPEC CONTR-LCCF 20 C0-96 WITH OF FEB.10 
,,,,,,,,VHF HAND TRANS RECEIVER 5W SYNTHESIZED PROGRAMMABLE UPTO 16 CHANNELS IN THE FREQUENCY RANGE OF 146-174 MHZ WITH RECHARGEABLE BATTERY HAVING DUTY CYCLE 10:10:80 THAT CAN LAST FOR MINIMUM 10 HOURS ALONG WITH REQUIRED CHARGER THE SET SHOULD COMPLY MIL STANDARD 810 C/D/E/F OR LATEST AND ORM CERTIFICATE COMPLIANCE VERIFICATION BY RDSO FOR COMPILING THE MIL STANDARD TO BE PROVIDED.SPECIFICATION:1 TYPE OF THE WORKING-SIMPLEX/SEMI DUPLEX 2 FREQUENCY- 146-174 MHz 3 NO.OF CHANNELS-MINIMUM 16 NO OF CHANNELS TO BE PROVIDED WITH SCANNING FACILITY 4 CHANNEL SPACING-25 KHz OR 12.5khZ 5 MIL STANDARD-810 C/D/E/F OR LATEST OEM CERTIFICATION AND ITS COMPLIANCE VERIFICATION BY RDSO TO BE FURNISHED TRANSMITER 1 POWER OUTPUT-5 WATT POWER SUPPLY 1 BATTERY-RECHAREABLE BATTERIES WITH DUTY CYCLE 10:10:80 THAT CAN LAST FOR MINIMUM 10 HOURS WITH REQUIRED CHARGER 
,,,,,,,,ATL PLATED HEX NUT WITH TORX SCREW FOR TWIST LOCK TO M/S HOLLAND PART NO 72039 72040 OR SANROK PART NO 72039 72040 
DRG NO 3 ,,,,,,,,LOAD SENSING DEVICE HOUSING SUB ASSY TO ESCORT EB 6288 
DRG NO RITES/TP-9405-,ALT 8 ,,,,,,,SLACKLESS DRAW BAR FOR BLC WAGON TO S-001 OR LATEST 
,,,,,,,,GRAPHITE FLAKE IN 400 GM PACK CONFIRMING TO IS 495/1967 
,,,,,,,,VALVE CASE ASSEMBLY FOR CPT RIVETTING GUN CODE NO.Z9476840 
,,,,,,,,ELECTRICALLY OPERATED SINGLE PHASE HAND DRILLING MACHINE POWER INPU 750 W TO 850 W NO LOAD SPEED 900 RPM TO 1000 RPM DRILLING RANGE INSTEL 13MM IN CONCRETE 4 TO 26MM INFINITELY VARIABLE SPEED CONTROL OPERATION FORWARD/REVERSE MAKE BOSCH KPT OR RAILWOLF 
,,,,,,,,DEODORANT AIR FRESHNER STICK IN 100 GRAMS PACK WITH HANGING COVER BALSARA MAKE ODONIL OR FLORA 
,,,,,,,,ELECTRICALLY OPERATED SINGLE PHASE STRAIGHT GRINDER POWER INPUT 750 TO 800 W NO LOAD SPEED 5000 RPM TO 6000 RP WHEEL DIAMETER 100 MM MAKE BOSCH OR RAILWOLF 
DRG NO 3 ,,,,,,,,LOAD SENSING DEVICE HOUSING SUB ASSY TO ESCORT EB 6288 
DRG NO CONTR-9404 ,ALT 7 ,,,,,,,SIDE FRAME FRICTION LINER ONE SET 4 PCS S-04 ITEM 6 
DRG NO CONTR 9404 5/8 ,ALT 11 ,,,AMDT NO.1 ,,,REV.2 ,CENTRE PIVOT TOP TO ITEM 1 OR LATEST SPEC CONTR-LCCF 20 C -96 WITH OF FEB 10 
DRG NO WD-96031-,,,,,,,,FABRICATED HAND BRAKE WHEEL SIDE OPERATED TO S-01 
DRG NO CONTR 9404-,ALT 7 ,,ITEM NO 9 ,AMDT NO 1 ,,,REV 2 ,SIDE FRAME KEY BOLT WITH NUT SPRING WASHER 4 DIA SPLIT PIN S/2 2 OR LATEST.REF DRG NO CONTR 9404-S4 ALT 7 ITEM NO 5 SPEC CONTR-LCCF 20 C -96 WITH OF FEB 10 
DRG NO RITES/TP-9405-,ALT 8 ,,,,,,,SLACKLESS DRAW BAR FOR BLC WAGON TO S-001 OR LATEST 
,,,,,,,,ADJUSTABLE MECHANICAL TORQUE WRENCH TYPE RATHCET RANGE:135-540 NM/14-56 KG FM DRIVE 3/4 20 MM SQUARE DRIVE MAKE GRIHOLD OR POWER MASTER OR EQUIVALENT 
DRG NO RITES/TP 9405-,ALT 9 ,,ITEM NO 8 ,,,,,DRAW BAR S-001 OR LATEST REF DRG NO E 50226-D/E 
DRG.NO LWGFAC-2-1-001 ,ALT A .ONE COUPLER SET SHALL CONSIST OF THE FOLLOWING.1.,,,,,QTY-1 ,REV-01 ,DESIGN MANUFACTURE AND SUPPLY OF IMPROVED HIGH TENSILE TIGHT LOCK CENTRE BUFFER COUPLER WITH AAR H TYPE HEAD BALANCED DRAFT GEAR AND ITS ASSOCIATED COMPONENTS FOR FITMENT ON BROAD GAUGE PASSENGER COACHES OF INDIAN RAILWAY AS PER RDSO SPEC.NO.RDSO/2011/CG-03 OR LATEST.RDSO APPROVED SOURCES ONLY NEED TO QUOTE COUPLER MOUNTING ARRANGEMENT ON UNDER FRAME SHALL BE GENERALLY TO ICF TIGHT LOCK COUPLER HEAD AND ASSOCIATED COMPONENTS REFERENCE RDSO APPROVED FIRM DRAWINGS NO.2 BALANCED DRAFT GEAR WITH PIVOT PIN REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 NO.3.SUPPORTING DEVICE FOR COUPLER HEAD WITH M20 FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 NO.4.MANUAL UNCOUPLING DEVICE WITH M12 FASTENERS REFERANCE RDSO APPROVED FIRM DRAWVINGS QTY-1 NO.5 REAR CARRIER PLATE FOR DRAFT GEAR WITH M16 FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 NO.6 FRONT CARRIER PLATE FOR DRAFT GEAR WITH M16 FASTENERS RDSO APPROVED FIRM DRAWINGS QTY-1 NO 
,,,,,,,,ELECTRICALLY OPERATED SINGLE PHASE HEAVY DUTY STRAIGHT GRINDER WATTS INPUT 1100 TO 1250 WATTS NO LOAD SPEED 5000 RPM TO 6000 RPM WHEEL DIA 150MM MAKE KPT PROMPT OR RALLIWOLF 
,,,,,,,,CRUSHED HARD COKE TO SIZE 12 TO 20MM WITHOUT POWDER PACKED IN 40 KGS BAGS TO IS 439 1989 GR .I FC 
,,,ITEM NO.L FOR NMR COACHES .MATERIAL CAST IRON TO IS 210 ,,,,,ADHESION BRAKE BLOCK TO DRWING NO.32431/32 GRADE FG 260 
,,,,,,,,NOZZLE 25065 CODE 61870 FOR HIGH PRESSURE JET PUMP OF INVENTA OR SIMILAR 
,,,,,,,,GODREJ LUBE 2 IN 20 LTR CONTAINER FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 321855000 
,,,,,,,,NOZZLE 25065 CODE 61870 FOR HIGH PRESSURE JET PUMP OF INVENTA OR SIMILAR 
,,,,,,,,17.5 DEGREE LOW ANGLE PERPEX WEDGE WITH ALUMINIUM CASING FOR DIRECT ATTACHMENT IN ANY NORMAL SINGLE CRYSTAL PROBE OF 20 MM DIA SIZE.PROBE ANGLE AND EXIT POINT ENGRAVED ON WEDGE WITH REDCOLOUR WITH PACKING WASHER 
DRG.NO.WD.82064 ,ALT 12 ,,,,,,,SLACK ADJUSTER IRSA 600 FOR FREIGHT STOCK COMPLETE S-01-RC OR LATEST 
,,,,,SKETCH NO SR/SK C W 4163/,,,ARRANGEMENT OF MUG AND CHAIN IN THE LAVATORY AS PER BG THE LENGTH OF THE CHAIN SHOULD BE 850MM 
DRG.NO.2,,,,,,,,OVERHAULING KIT FOR LSD [ ESCORTS ] KB4554 CONSISTING OF 7 ITEMS 
DRG NO RDSO/PE/SK/TL-0129-2009 ,,SPECN RDSO/PE/SPEC/AC/0006-2009 ,,,,,REV-1 ,BOGIE BUSH FOR 13T BOGIE NON-AC TO RDSO NO 
,,,,,,,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 315852000 
,,,,,,,,MOSQUITO REPELLENT CREAM IN 50GM PACKAGE-MAKE GOOD KNIGHT NATURAL OR ODOMOS OR EQUIVALENT 
,,,,,,,REV 00 ,SUPPLY AND CHARGING OF DRDO ANAEROBIC BACTERIA IN COACH TOILET AS PER MDTS 233 IN 20 LITRE CONTAINER DELIVERY AT DESTINATION 
,,,,,,,,ELECTRICALLY OPERATED SINGLE PHASE STRAIGHT GRINDER POWER INPUT 750 TO 800 W NO LOAD SPEED 5000 RPM TO 6000 RP WHEEL DIAMETER 100 MM MAKE BOSCH OR RAILWOLF 
,,,,,,,,AIR FILTER SECONDARY FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 316851002 
,,,,,,,,AIR FILTER PRIMARY FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 316851001 
,,,,,,,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 315852000 
,,,,,,,,AIR FILTER PRIMARY FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 316851001 
DRG.9405 ,,,ITEM NO.46 ,,,,,PRESSURE REDUCING VALVE FOR BLC WAGON TO CONCOR S-13 
DRG NO RITES/TP 9405-,ALT 9 ,,ITEM NO 8 ,,,,,DRAW BAR S-001 OR LATEST REF DRG NO E 50226-D/E 
,,,,,,,,AIR FILTER SECONDARY FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 316851002 
,ALT 2 ,,,,,,,HORIZONTAL LEVER DRAWING NO WD 86013-S-71 LATEST ITEM 1 
,ALT 4 ,,,,,,,CONNECTING LINK LARGE DRAWING NO WD-92081-S-57 LATEST item 11 
DRG NO WD 86013-,,,,,,,,TURN BUCKLE FOR BOBRN AS PER RDSO S-57/LATEST ITEM 9 
,ALT NIL LATEST ,,,,,,,LEVER X END BOBRN DRAWING NO WRS-R-MISC-NO 1283 
,ALT 1 ,,,,,,,OPERATING LEVER DRAWING NO WD-92081-S-55 LATEST ITEM 4 
,,,,,,,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 315852000 
,ALT NIL LATEST ,,,,,,,LEVER Y END DRAWING NO WRS-R-MISC NO 1284 
,ALT 4 ,,,,,,,CONNECTING LINK LARGE DRAWING NO WD-92081-S-57 LATEST item 11 
,ALT /LATEST ,,,,,,,TIE ROD DRAWING NO WD 86013 S-71 
,,,,,,,,AIR FILTER SECONDARY FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 316851002 
,,,,,,,,AIR FILTER PRIMARY FOR SULLAIR GODREJ AIR COMPRESSOR PART NO 316851001 
,ALT /LATEST ,,,,,,,TIE ROD DRAWING NO WD 86013 S-71 
,ALT NIL LATEST ,,,,,,,LEVER Y END DRAWING NO WRS-R-MISC NO 1284 
,ALT 1 ,,,,,,,SHORT LINK X END DRAWING NO 86013 -S-72 LATEST ITEM 6 
