UNIT *,PRODUCT CODE,DESCRIPTION,SPECIFICATION
1,60981542,SET OF DOOR PILLAR FOR BODY SIDE DOOR (LH AND RH) TO ICF DRG. NO. T-5-1-511 ALT-Q/3. MATERIAL SPECIFICATION AS PER DRG.,
3,60981542,NOTICE FOR FIRE PREVENTION TO RDSO/SK-92/94 ALT (NIL) MAT. & SPECN. MILD STEEL SHEET 1.6MM THICK TO IS:1079 WITH VITREOUS ENAMELLING.,
5,60981542,"ROLLER FOR SLIDING DOOR , 56 X 30",RDSO SPECIFICATION NO:
7,60981542,"SPECIAL DESTINATION BOARD TO ICF DRG NO:ICF/STD-2-6-002, COL.VII, ITEMS:10 & 11, ALT:F/2.",
8,60981542,SIDE PANEL(FOR EXTERNAL COACH,
9,60981542,WINDOW GROOVE PROFILE TO ICF DRG. NO. T-5-4-550 ALT. B/4.,
11,60981542,"KIT FOR FIXING OF SAFETY WIRE ROPE(CONSISTING OF THREE ITEMS WITH QTY PER SET),1)PIN-01NO.2)PLAIN WASHER,M-20-01NO.3)SPLIT COTTER(SIZE-2X12X126)-01NO.1)WTAC-3-2-307,ALT-C/2.2)IS:2016/67,TAB-2,TYPE-A.3)EMU-3-2-048,ALT-C/8.               ---",---
15,60981542,LOCK NUT R. 3/4'' FOR BRAKE REGULATOR (SAB) TYPE,
24,60981542,COVER MOULDING AS PER SCN-4-3-218 ITEM 11 ALT 'C',
1,60981554,"LAVATORY WINDOW ASSEMBLY FOR AC AND NON-AC COACHES WITH INSIDE WINDOW BARS TO ICF DRG. NO. ICF/SK-5-5-035, ALT- A/NIL, (COL.I). MTRL AND SPECN. AS PER DRG.",
3,60981554,NOTICE FOR FIRE,
5,60981554,GLASS SIZE (5 X453 X 783)FOR SLIDING DOOR WITH FIXING RUBBER FOR GLASS L=2400,RDSO SPECIFICATION NO:
7,60981554,"DESTINATION BOARD TO ICF DRG NO: ICF/STD-2-6-002, ITEM-1, ALT: F/2",
8,60981554,LONG BAR FOR ICF (690X248MM),
9,60981554,SEALING WASHER (LEATHER) FOR AXLE BOX GUIDE ARRANG TO DRG.NO.T-0-1-629 ALT C/15.,M/T-0-1-1621
11,60981554,GASKET FORAIR BRAKE PIPE (20MM).,
13,60981554,NOTICE PLATE,
15,60981554,BALL BEARING,
24,60981554,COVER MOULDING AS PER SCN-4-3-218 ITEM 16 ALT 'C' (CC43306),
3,60981566,SAFETY STRAPS TO ITEM 1 OF ICF/DRG.NO T-3-2-642 ALT(A) & (3) MAT. INVOLVES COPPER BEARING QUALITY STEEL.,
8,60981566,"HAND RAIL OF LAVATORY (UPPER CLASS) FOR AC COACHES. TO ICF DRAWING NO-T-6-3-009,ALT-C/NIL,ITEM-1 & 2 IN ASSEMBLED CONDITION. MATERIAL AND SPECIFICATION AS PER DRAWING.",
9,60981566,SEALING WASHER FOR AXLE BOX GUIDE ARRENGMENT TO DRG.NO.MG/T-0-1-028 ALT.G.,MG/T-0-1-0-28
11,60981566,"GASKET FORAIR BRAKE PIPE -25MM, TO DRAWING/SPECIFIATION ICF/SK-3-5-232, COL-I, ALT. NO. D/NIL, ITEM NO-3",
13,60981566,HEAD STOCK BEAM TO ICF DRG. NO. ICF/STD-1-2-002 ALT. M ITEM-10,"PART OF ITEM NO.10 OF ICF DRG NO.ICF/STD-1-2-002, ALT. M OF ITEM ""HEAD STOCK BEAM ARRANGEMENT"
15,60981566,TRACTION SLEEVE,
24,60981566,ANGLE MOULDING AS PER SCN-4-3-218 ITEM 17 ALT 'C' (CC43299),
1,60981578,"CHANNEL FOR PARTITION FRAME SIZE 20 X 20 X 2 THICK X 2005 MM LONG. J AND T EXTRACT NO. 265, ALT-1, ITEM NO. 2 IRS M 41/97 OR IS: 2062 /99",
3,60981578,"""SAFETY STRAP"" LH FOR BRAKE BRAM ITEM NO 1. ICF DRG. NO. T-3-2-612 ALT. (M) & (13) MAT. & SPECN. AS PER DRG.",
5,60981578,"CONTROL ROD, ITEM NO-1 TO RDSO'S DRAWING NO.SKETCH-85069, ALT-3 OR LATEST.",MAT.& SPECN:-AS PER DRG.
7,60981578,"HEXAGONAL HEAD BOLT WITH HEX.SLOTTED NUT M-24, SPRING WASHER AND SPLIT PIN PACKING CONDITION : ITEMS ARE TO BE SUPPLIED IN WOODEN BOXES AND SUITABLY PROTECTED AGAINST DUST & WATER TO ICF DRG NO:T-2-2-503, COL II, ALT:P/3.",
8,60981578,"LOCKING UNIT FOR EMERGENCY OPENABLE WINDOW. TO DRG.NO. S.E.RLY DRAWING CWM SK NO-0719/KGP, ALT-NIL. MATL. SPECN. AS PER DRAWING.",
9,60981578,BUSH FOR EQUALISING STAY AT BIG END.,RDSO SK 88018
11,60981578,KIT FOR BRAKE GEAR BUSHES (NON-CRITICAL LOCATIONS) FOR BMAB COACHES CONSISTING OF 03 ITEMS:IV)32X23X20 MM-08 NOS.V)42X32X20 MM-16 NOS.VI)42X32X32 MM-12NOS.,
15,60981578,GUIDE PIN FOR BRAKE REGULATOR (SAB) TYPE IRSA-450 DRV-2 (QTY PER SET-1) TO RDSO DRG. NO.85062 ALT-4 ITEM 14 & 64-S-03 ITEM 1 TO M/S SIL/CCC PART NO.4 & TO MATERIAL STEEL.,
24,60981578,COVER MOULDING AS PER SCN-4-3-218 ITEM 18 ALT 'C',
1,60981580,"DRAFT GEAR BRACKET COMPLETE TO DRG. NO. T-1-2-524, ALT-W/9. ITEM NO. 1,2, AND 3. [1] DRAFT GEAR BRACKET T-1-2-515, ALT-K/34, ITEM NO. 01 QTY. 01 NO.  [2] NUCKLE PLATE T-1-2-516, ALT-Q/31, ITEM NO. 2  QTY. 08 NOS.  [3] GUSSET PLATE SIZE 8 X 260 X 290, ITEM NO. 03 QTY. 02 NOS. MATERIAL SPECN AS PER DRG.",
3,60981580,FLANGE FOR FIXING SHOCK ABSORBER TO ITEM NO.1 OF ICF DRG.NO.T-O-5-640 ALT(J)&(11) MAT. & SPECN. AS PER DRG.,
5,60981580,"SELF  LUBRICATED POLYESTER RESIN BRAKE GEAR BUSH,","RDSO SPECIFICATION NO. C-K-605,REV-1."
8,60981580,RECLAMATION OF BRAKE FOR BMBC,
9,60981580,"NYLON 66 BUSHES FOR EQUALISING STAY FOR LOWER SPRING BEAM  TO DRG. NO. SK-88105 ALT. 2, ITEM 5.",RDSO SK 88105
11,60981580,BELT TENSIONING BRACKET FOR 25 KW ALTERNATOR IN 16T ICF BOGIES DRG.NO.  WTAC 4-0-3-405.,
15,60981580,SPRING TAKE UP FOR SAB TO RDSO SK-85062 ALT-5 OR LATEST ITEM NO-37 TO RDSO SPECN 07-ABR-92 AMD-4 JUL-2000,
24,60981580,ANGLE MOULDING AS PER SCN-4-3-218 ITEM 23 ALT 'C' (CC43254),
1,60981591,SPINDLE FOR IRS TYPE DOOR LOCK TO ICF DRG. NO. T.5.1.506 ALT B/4. MATERIAL SPECIFICATION AS PER DRG.,
5,60981591,"'L"" TYPE COMPOSITION BRAKE BLOCK MG,",SPEC:- RDSO SPEC. C-K 211(REV-I) OR LATEST.
8,60981591,WEB FOR BOGIE SIDE FRAME,
9,60981591,"COAT HOOK TO ICF DRG.NO.ICF/STD-6-4-010 ALT G/2,COL- I",ICF SK T30 ALT
15,60981591,BALL RACE,
24,60981591,ANGLE MOULDING AS PER SCN-4-3-304 ITEM-7(RCF/89/916).,
1,60981608,BRAKE HANGER BRACKET (SINGLE PIECE DESIGN),
2,60981608,"SLEEVE COMPLETE WITH SILENT BLOCK FOR CENTRE PIVOT TO ICF'S DRG.NO.T-0-6-610, ITEM NO.2 & 3,COL.NO.-II,  ALT.NO.-G/16 OR LATEST.N.B: FIRM HAVE TO SUBMIT A DOCUMENTARY EVIDANCE THAT SILENT BLOCK FOR CENTRE PIVOT HAS BEEN PROCURED FROM RDSO APPROVED SOURCES DULY INSPECTED BY RDSO AT THE TIME OF RITES INSPECTION.",
3,60981608,SEALING RING FOR AXLE BOX  DRAWING NO T-0-2-625 ALT [ B ] AND [ 8 ],
5,60981608,"KEY BOLT WITH NUT, SPRING WASHER ? 4 SPLIT PIN,",MATERIAL SPECIFICATION AS PER DRAWING.
7,60981608,SPARES FOR DOOR LOCK,
8,60981608,HEAD STOCK COMPLETE,
9,60981608,COAT HOOK TO ICF DRG.NO.ICF/STD-6-4-010 ALT M/2 COL L,WTAC 3/6/4/302
10,60981608,"SLEEVE COMPLETE WITH SILENT BLOCK FOR CENTRE PIVOT TO ICF?S DRG. NO. T-0-6-610, ITEM NO. 2 & 3, COL. NO.-II, ALT. NO.-G/16. N.B.: FIRM HAVE TO SUBMIT A DOCUMENTARY EVIDENCE THAT SILENT BLOCK FOR CENTRE PIVOT HAS BEEN PROCURED FROM RDSO APPROVED SOURCES DULY INSPECTED BY RDSO AT THE TIME OF RITES INSPECTION.",
13,60981608,"COAT HOOK TO ICF DRG.NO.ICF/STD-6-4-010 ALT M/2  OR LATEST,COL I. MAT. & SPEC. AS PER DRG.",
15,60981608,BALL CAGE,
24,60981608,COVER MOULDING AS PER SCN-4-3-304 ITEM 22,
99,60981608,"SLEEVE COMPLETE WITH SILENT BLOCK FOR CENTRE PIVOT TO ICF'S DRG.NO.T-0-6-610, ITEM NO.2 & 3,COL.NO.-II,  ALT.NO.-G/16 OR LATEST.N.B: FIRM HAVE TO SUBMIT A DOCUMENTARY EVIDANCE THAT SILENT BLOCK FOR CENTRE PIVOT HAS BEEN PROCURED FROM RDSO APPROVED SOURCES DULY INSPECTED BY RDSO AT THE TIME OF RITES INSPECTION.",
1,60981610,"EYE ASSEMBLY TO IS 2062/99 & DRG NO 801-41004 ALT 3 ITEM NO 1,2 & 3.",
3,60981610,PIN Q 60 X 218 TO ITEM NO.8 OF RDSO/SK-79068 ALT. (7) & N.R. ALT (A). MAT. & SPECN. CONFIRMING TO RDSO STR-C-9509 (AMENDMENT 1) OF APRIL 97 OR LATEST & MAY BE PROCURED FROM RDSO APP. SOURCES.,
7,60981610,"WATER TANK ASSEMBLY TO ICF DRG.NO.ICF/SK-6-3-444 [SHEET 1,2 AND 3] COL.I ALT. L[SMALL L]/NIL.",
8,60981610,LOWER BEARINGJOURNAL FOR BODUY,
9,60981610,BUSH FOR EQUALISING STAY AT SMALL END.,RDSOSK NO 85053
15,60981610,"WATER TANK ASSEMBLY (455 LTS) TWO PIECE DESIGN TO ICF DRG.NO ICF/SK-6-3-444. ALT-M/NIL, COL-1.",
24,60981610,BASE MOULDING AS PER TCN-4-3-718 ITEM 1 ALT 'B' (CC43236),
1,60981621,"SUSPENSION FRAME FOR LAV, CHUTE FOR ICF COACHES. J AND T DRG OFFICE MTN DRG. NO. MISC SK NO. 2564 ALT- 1 IS: 2062/99 FE 410 WA.",
2,60981621,COLLAR FOR SCREW COUPLING,
3,60981621,"""COLLAR"" 0 84 X 30 TO ITEM -9 OF RDSO SK-79068 ALT (7)& NR ALT (A) MAT. & SPECN. AS PE DRG.",
5,60981621,RUBBER BUFFER SPRING HIGH CAPACITY,SPECIFICATION NO: RDSO SKT NO- K 2048 C- K- 210 (REV-1)
7,60981621,"MODIFIED SAFETY STRAP FOR EQUALISING STAY [FOR 13T AXLE LOAD BOGIE] TO RDSO DRG NO:SK.97022, ALT:1.",
8,60981621,"OVERHAULING KIT FOR RELAY VALVE FOR OF DV COACHING CONSISTING OF 12 ITEMS. DRAWING NO.-KIT DETAILS. MATERIALAND SPECIFICATION: RDSO'S SPEC. 02/ABR/02, AMENDMENT-3/2010. KIT DETAIL AS PER ANNEXTURE.",
9,60981621,"BATTERY BOX M.S.CREATE TO ICF DRAWING NO. WGF AC-7-1-028, ALT-G ITEM NO- 2&3 FABRICATED AS PER  DRAWING COL.XIV.",
13,60981621,DENSIFIED THERMAL BONDED POLYSTER BLOCK FOR ACCZ SIZE 145 X 505 X 795 MM TO ICF DRG NO.ICF/SK-6-1-117 ALT.NIL/2 ITEM NO.1  MAT. & SPECN. AS PER RDSO STR NO. CK-607 WITHLATEST REV. & AMEND.,
15,60981621,LEADER NUT FOR BR. REGULATOR,
16,60981621,"BATTERY BOX FRAME FOR RMPU COACHES TO RDSO DRG. NO. K-0037 ALT. '3' COMPLETE WITH BATTERY FUSE BOX TO DRG. NO.WG-FAC-7-219 ALT. 'F' AND SET OF COVERS CONSISTING OF 03 COVERS. RH COVER TO RCF DRG. NO. CC-91127- 01 NO. PER SET., LH COVER TO RCF DRG. NO. CC-91126- 01 NO. PER SET AND MIDDLE COVER TO RCF DRG. NO. CC-91125- 01 NO. PER SET.",
24,60981621,COVER MOULDING AS PER TCN-4-3-737 ITEM 1 ALT 'H',
99,60981621,COLLAR FOR SCREW COUPLING,
1,60981633,"B TYPE SILENT BLOCK FOR ANCHOR LINK TO RDSO DRG. NO. CG-K6124 ALT 3. MATERIAL AND SPECIFICATION RDSO SPECN. NO. RDSO/2006/CG-15 AMDT. NO. 1 OF MAY 2007.
(THIS ITEM IS RESERVED FOR PROCUREMENT FROM RDSO APPROVED SOURCES ONLY.)",
2,60981633,COLLAR FOR SCREW COUPLING,
3,60981633,DRAW HOOK FOR DRAW GEAR ARRGT. DRAWING NO. RDSO/SK-99003 ALT [4 ]  ITEM-1 NB:-PURCHASE WILL BE MADE FROM RDSO APPROVED FIRMS ONLY.,
5,60981633,BERTH PANEL FOR SCN COACH,
7,60981633,"O.H.K FOR SLACK ADJUSTER TYPE IRSA 450 & 600 CONSISTING OF 9 ITEMS CONFIRMING TO RDSO SPEC.NO.07-ABR - 1992, AMEND - 4. (1) SEAL RING, DRG NO: WD-82064-S-08-RC, ITEM-5, ALT-9, QTY/KIT-2. (2) RUBBER GASKET, DRG NO: WD-82064-S-09-RC, ITEM-1, ALT-8, QTY/KIT-1. (3) DOG PIN, DRG NO: WD-82064-S-05-RC, ITEM-3, ALT-7, QTY/KIT-1. (4) SPRING DOWEL SLEEVE HEAVY 6X10, DRG NO: WD-82064-S-10-RC, ITEM-4, ALT-12, QTY/KIT-2. (5) LOCK WASHER, DRG NO: WD-82064-S-08-RC, ITEM-1, ALT-9, QTY/KIT-1. (6) SEAL RING, DRG NO: WD-82064-S-08-RC, ITEM-6, ALT-9, QTY/KIT-2.",
8,60981633,KIT OF BRACKETS FOR BOLTED DES,
9,60981633,"OUTER WINDOW GLASS SMOKE COLOURED  LAMINATED SAFETY FOR A.C. COACHES SIZE 553 X 503 X 6MM. TO IS: 2553-90 (PART-I) TYPE-A,QUALITY OF IS:2835- 87 TO DRG.NO. ICF/SK-5-4-078 ALT-H/2,ITEM NO.1 WITH IR MARKING & SHOULD HAVE PVB FILM AS  LAMINATED SUBSTANCE ""( THICK-6.0 +/- 0.4 MM)""",ISS 2553/71 ICF
13,60981633,WINDOW GLASS SMOKE COLOUR OUTER LAMINATED SAFETY FOR A.C. COACHES SIZE 553 X 503 X 6MM.TO ICF-SK- 5-4-078 ALT H/2 OR LATEST IS:2533(PT-I 1990) ITEM NO.1(A QUAILITY),
15,60981633,"SEALED WINDOW UNIT WITH POLYCARBONATE SHEET (FOR 915 MM X 560 MM WIDE) CONSISTING OF 3 ITEMS IN ASSEMBLED CONDITION TO ICF DRG. NO. ICF/SK3-5-4-020, ALT-A/NIL, RDSO SPECN: C-K404.",
24,60981633,COVER MOULDING AS PER TCN-4-3-737 ITEM 3 ALT 'H',
99,60981633,COLLAR FOR SCREW COUPLING,
1,60981645,FISH TAIL FLUSHING HEAD (HDPE). RDSO SK-85072 ALT.1. MTRL. SPECN. AS PER DRG.,
5,60981645,"HOSE CONNECTION 15 MM BORE 600 MM LONG,",MATL. SPECIFICATION : AS PER DRAWING.
7,60981645,BOLT M10X120WIDTH HEX NUT M10,
8,60981645,HEX HEAD BOLT COMP.FOR ANCHOR,
9,60981645,"DENSIFIED THERMAL BONDED POLYESTER BLOCKS FOR MIDDLE AND UPPER BERTH IN GENERAL COMPARTMENT AS PER HQ/CCG'S DRG.NO.C/SK-470/H, ALT-3 ITEM NO.9 MATERIAL CONFIRMING TO RDSO SPECN  NO. C-K 607 (REV-1 )OF JUNE 2011 STD IR TOTEM, MANUFACTURES INITIALS COMPULSARY",TCN-6-1 817NO9
12,60981645,FISH TAIL FLUSHING HEAD (HDPE)  AS PER RDSO DRAWING NO.SK-85072 ALT.1.,
13,60981645,"DENSIFIED THERMAL BONDED POLYSTER BLOCK FOR MIDDLE BERTH TO SIZE 38X555X1888 MM  TO RDSO DRG NO.TCN-6-1-817 ALT.-B/8, ITEM-9 & RDSO SPEC.-C-K607,  REV. 1.",
15,60981645,CONTROL ROD HEAD,
16,60981645,FISH TAIL ( PLASTIC ) FLUSHING HEAD (HDPE) TO DRG. NO.-,
24,60981645,BASE MOULDING AS PER TCN-4-3-742 ITEM 18 ALT 'K',
1,60981657,WHEEL DISC FOR WAG-9 LOCOMOTIVE,
2,60981657,SAFETY STRAP BK BEAM T-3-2-62,
3,60981657,DRAFT KEY TO RDSO DRAWING NO RDSO/SK-99003 ALT [ 4 ] ITEM-3  NB:-PURCHASE WILL BE MADE FROM RDSO APPROVED FIRMS ONLY.,
5,60981657,"SPLIT PIN DIA 13 X 112 MM,",MATL. SPECIFICATION  IS: 549-74 TAB-1.
7,60981657,"EQUALISING STAY FOR LOWER SPRING BEAM (16.25T AXLE LOAD BOGIE) (WITHOUT BUSH) TO RDSO DRG NO:SK-88105, ITEMS:1 TO 4, 6 AND 7, ALT:3.",
8,60981657,"ROLLER SET FOR SLIDING DOOR [ASSEMBLED]. DRAWING NO- ICF DRAWING NO - TLR-5-8-027, ALT- G/6. MATERIAL AND SPECIFICATION- AS PER DRAWING.",
9,60981657,"DENSIFIEED THERMAL BONDED POLYESTER BLOCKS FOR  SINGLE SEAT,AS PER HQ/CCG DRG.NO.C/SK-470/H,ALT-3 ITEM NO. 2 MATERIAL CONFIRMING TO RDSO SPECN. -C-K 607 (REV-1)OF JUNE 2011 STD IR TOTEM, MANUFACTURES INITIALS COMPULSARY .",TCN-6-1 817NO2
10,60981657,SAFTY STRAP BRAKE BEAM,
13,60981657,DENSIFIEED THERMAL BONDED POLYESTER BLOCKS SIZE 38 X497X562 MM TO ICF DRG. NO.TCN-6-1-817 ALT.B/8 OR LATEST ITEM NO.2 MAT. & SPECN  AS PER RDSO STR-CK-607 REV. NIL OR LATEST,
15,60981657,WHEEL DISC FOR WAG-9 LOCOMOTIVE,
16,60981657,FRONT FRAME FOR VESTIBULE,
24,60981657,ANGLE MOULDING AS PER TCN-4-3-742 ITEM 28 ALT 'K',
99,60981657,SAFETY STRAP BK BEAM T-3-2-62,
2,60981669,SAFETY STRAP BK BEAM T-3-2-61,
3,60981669,DRAFT KEY COTTER FOR DRAW GEAR DRAWING NO RDSO/SK-99003 ALT [ 4 ] ITEM-4 NB:-PURCHASE WILL BE MADE FROM RDSO APPROVED FIRMS ONLY.,
5,60981669,"P V FLAT  MOULDING (COLOUR-LIGHT BLUE) 3X30X2000MM,",SPEC.AS PER DRAWING.
7,60981669,"SAFETY WIRE ROPE FOR BRAKE BEAM TO ICF DRG NO:T-3-2-651, COL:I, ALT:H/2.",
8,60981669,CHEQUERED PLATE FOR FOOT STEP,
9,60981669,"DENSIFIED THERMAL BONDED POLYESTER BLOCKS FOR  TRANSVERSE SEAT IN GENRAL COMPARTMENT,AS PER HQ/CCG TO DRG.NO.-C/SK-470/H,ALT-3 ITEM NO.-7, MATERIAL CONFIRMING TO RDSO SPECIFICATION  C-K 607(REV.-1)JUNE-2011,STD IR TOTEM, MANUFACTURES INITIALS COMPULSORY.",TCN-6-1-817/M
13,60981669,DENSIFIED THERMAL BONDED POLYSTER BLOCK SIZE-38X553X1823 MM TO RDSO DRG NO.TCN-6-1-817 ALT B/8 ITEM NO.7 & RDSO SPECIFICATION  - C-K607  REV.1,
15,60981669,"BARREL WITH BARREL HEAD ASSEMBLY AND NAME PLATE FOR SLACK ADJUSTER TYPE IRSA 450 TO RDSO ASSEMBLY DRAWING NO SK.85062 ALT-5 ITEM 22,42 AND 47 AND DRAWING NO SK.85063 ALT.2 (BARREL) AND WD 82064-S-03 ALT.7 ITEM 2(BARREL HEAD) AND WD 82064-S-07 ITEM 4 ALT-6 (NAME PLATE)",
16,60981669,REAR FRAME FOR VESTIBULE,
24,60981669,BLANKS FOR PART CARLINE AS PER UN16017,
99,60981669,SAFETY STRAP BK BEAM T-3-2-61,
1,60981670,HOLDING DEVICE FOR VESTIBULE FOOT PLATE,
3,60981670,SCREW COUPLING ASSEMBLY  DRAWING NO RDSO/SK-99001 ALT [ 3 ] NB:-PURCHASE WILL BE MADE FROM RDSO APPROVED FIRMS ONLY.,
5,60981670,"P V FLAT  MOULDING  3X50X2000MM,(COLOUR LIGHT BLUE),",MAT. SPEC. AS PER DRAWING.
8,60981670,SMALL GLASS FOR FIXED WINDOW A,
9,60981670,FOAM RUBBER  FOR  SINGLE SEAT BACK REST TO SIZE 38 X 498 X 785 TO DRG. NO. TCN-6-1-817 ALT. A/7 ITEM - 6.,TCN-6-1NO6
13,60981670,DENSIFIED THARMAL BONDED POLYSTER BLOCK FOR SINGLE SEAT BECK REST TO DRG NO. TCN-6-1-817 ALT.B/8 OR LATEST ITEM NO. 6 SIZE 38 X 498 X 785 MM MAT. & SPEC. AS PER STR CK-607 REV. NIL OR LATEST,
15,60981670,HOLDING DEVICE FOR VESTIBULE FOOT PLATE,
16,60981670,HOLDING DEVICE FOR VESTIBULE FOOT PLATE,
24,60981670,ANGLE MOULDING 20X20/RL AS PER MG/S-4-4-006 ITEM 20 ALT 'F',
5,60981682,"P V ANGLE  MOULDING 2X25X25X2000MM, COLOUR - LIGHT BLUE,",MAT. SPEC. AS PER DRAWING.
7,60981682,BASE PLATE 12X87X107MM,
8,60981682,LEVELLING VALVE FOR HYBRID,
9,60981682,"DENSIFIED THERMAL BONDED POLYESTER BLOCKS FOR LONGITUDINAL UPPER BERTH , AS PER HQ/CCG TO DRG.NO.C/SK-470/H ALT-3,ITEM-4 MATERIAL  CONFORMING TO RDSO SPECN.C-K 607 (REV-1) OF JUNE-2011 STD IR TOTEM, MANUFACTURERS INITIALS  COMPULSORY.",TCN-6-1 817NO4
13,60981682,DENSIFIED THERMAL BONDED POLYESTER BLOCK SIZE 38X538X1650 MM TO RDSO DRG. NO.TCN-6-1-817 ALT. B/8  ITEM NO. 4  & MATERIAL  RDSO SPECN.C-K 607 REV. 1,
15,60981682,SPINDLE SLEEVE & DUST BUSHING,
16,60981682,? NO,
24,60981682,FLAT MOULDING 1.6X20X65 AS PER RCF-M-382,
5,60981694,"P V  ANGLE MOULDING 2 X   45 X 45  X  2000 MM,(COLOUR LIGHT BLUE),",SPECN.- AS PER DRAWING.
7,60981694,"HEXAGONAL HEAD BOLT M12 X 55 WITH  NUT AND SPRING WASHER TO RDSO DRG NO. RDSO/SK-85187 ITEMS 5,6 AND 7, ALT-3.",
8,60981694,DEEPLEX VALVE FOR HYBDRID,
9,60981694,"DENSIFIED THERMAL BONDED POLYESTER BLOCKS FOR SINGLE SEAT BACK REST AS PER HQ/CCG.DRG. NO. C/SK-470/H ALT-3, ITEM NO.5  MATERIAL CONFIRMING TO RDSO SPECIFICATION  NO. C-K607 (REV-1) OF JUNE -2011 STD IR TOTEM, MANUFACTURERS INITIALS COMPULSORY",TCN-6-LB17 NO5
13,60981694,DENSIFIED THERMAL BONDED POLYSTER BLOCK FOR SINGLE SEAT BACK REST SIZE 25X498X785 MM  TO RDSO DRG NO.TCN-6-1-817 ALT. B/8  ITEM NO.5 &  RDSO SPECIFICATION NO. C-K607  REV. 1,
15,60981694,CONTROL ROD WITH LOCK NUT FOR SAB,
16,60981694,BRACKET COMPLETE (R.H.) FOR VESTIBULE,
24,60981694,ANGLE MOULDING 25X13/RL AS PER RCF-M-381,
1,60981700,DRAW BAR AND CASTLE NUT(FOR DRAW GEAR ARRAGEMENT)TO RDSO DRG NO. SK.99007. ALT. 04.(MATERIAL AND SPECIFICATION AS PER DRAWING).THIS ITEM IS RESERVED FOR PROCUREMENT FROM RDSO APPROVED SOURCES ONLY.,
3,60981700,GUIDE RING ( ACETAL HOMOPOLYMER ) FOR AXLE BOX  GUIDE ARRGT. TO ICF DRG. NO. T-0-1-640 ALT ( A ) & ( 2 ) MATERIAL AND SPECN AS PER DRG.,
5,60981700,"P.V.CHENNAL MOULDING,(COLOUR-LIGHT BLUE),",MAT. SPEC.- AS PER DRG.
8,60981700,"HOSE CONNECTION FOR AIR SPRING SUSPENSION BOGIE [FLEXIBLE HOSE DIA - 20 MM AND LENGTH - 550 MM.]. DRAWING NO- RDSO SKETCH - K1054, ALT- NIL. MATERIAL AND SPECIFICATION- AS PER DRAWING.",
9,60981700,FOAM RUBBER FOR SEAT 3 SEATER TO DRG NO. WTAC3-6-1 -304 ALT B/2 ITEM 2 TO IS SPECN. 1741 GR'D',1SS1741 D
15,60981700,EAR BUSHING,
16,60981700,DRAW BAR & CASTLE NUT (ENH)  AS PER RDSO,
24,60981700,"SET OF CHAINS AND STRAP FOR SEAT & BERTH OF WGACCN64 COACHES,UPHOLSTERY RDSO/2008/CG07 REV NIL WITH AMENDMENT SLIP NO. 2,COLOUR SHADE & PATTERN-ALAC-01 AS PER MPLCHAINSTRAP3T VERSION 0",
1,60981712,DRAW HOOK (ENHANCED) TO RDSO DRG NO.,
5,60981712,"WOODEN WEDGES,",MAT. SPEC:- HARD WOOD.
7,60981712,"LINK FOR ENHANCED SCREW COUPLING AND CONFORMING TO RDSO SPECN NO:C-9505[REVISED] TO RDSO DRG NO:RDSO/SK.99002, ITEM-1, ALT:3.",
8,60981712,DEIRIN LINER FOR AXLE BOX,
9,60981712,DENSIFIEED THERMAL BONDED POLYESTER BLOCKS  FOR ARM REST AS PER HQ/CCG DRG.NO.C/SK-481/H ALT-3 ITEM NO.4 MATERIAL CONFIRMING TO RDSO SPECN. NO. C-K607 (APRIL 06) STD.IR TOTEM  MANUFACTURES INITIAL COMPULSARY.,ISS 1741 GR D
12,60981712,DRAW HOOK (ENHANCED) TO RDSO DRG NO. SK 99004 ALT.2,
15,60981712,LINK FOR ENHANCED SCREW COUPLING TO RDSO DRG. NO.SK 99002 ALT-3  ITEM NO.1 TO SPECN RDSO C-9505 (REVISED).,
16,60981712,ENHANCED DRAW HOOK (DRAW HOOK ) RDSO/SK-99004 ALT.2,
24,60981712,COVER ANGLE AS PER FC-4-4-032 ITEM 7 ALT 'D',
1,60981724,DRAFT KEY (ENHANCED),
5,60981724,P V BASE  MOULDING (COLOUR-LIGHT BLUE),MAT. SPEC:-AS PER DRAWING
7,60981724,"PIN 50 DIA X 231 TO ICF DRG NO: ICF/STD-3-2-001, ITEM-32, ALT: G/10.",
8,60981724,INSTALLATION LEVER ASSEMBLY,
9,60981724,"DENSIFIEED THERMAL BONDED POLYESTER BLOCKS FOR TRANSVERSE LONGITUDINAL SEAT . AS PER HQ/CCG'S DRG.NO.C/SK-468/H ALT-4,ITEM-2 MATERIAL  CONFIRMING RDSO SPECN. NO.CK-607 (REV-1)JUNE-2011 STD.IR TOTEM MANUFACTURES INITIAL COMPULSARY",1S1741 60 A
15,60981724,PIN SIZE 50X231MM,
16,60981724,DRAFT KEY (ENHANCED),
24,60981724,ANGLE MOULDING AS PER SCN-4-4-204 ITEM 28 ALT 'KR',
1,60981736,ENHANCED CAPACITY SCREW COUPLING ASSEMBLY TO RDSO SKETCH 99001.ALT.3.MATERIAL AND SPECIFICATION TO RDSO SPECN C-9505 REV AUGUST 2001..THIS ITEM IS RESERVED FOR PROCUREMENT FROM RDSO APPROVED SOURCES ONLY.,
5,60981736,"P V FLAT  MOULDING 3X32X2000MM, (COLOUR-LIGHT BLUE),",AS PER DRAWING.
