DRG,DRAWING_ATTACHED,SPECN,ITEM_NO,AMD_NO,SK_NO,ALT,REV,REST_SPECIFICATION,QUANTITY,REST
Drg.No WD-92081-,No,,Item No 09 ,,,,,RDSO 59 ,,Operating shaft BOBRN wagon 
Drg.No WGSCWAC-6-1-029 ,No,,item No 65 ,,,,,directory .7 directory .1 directory .1 page 57 57 221 ,,Supply conductor Berth ICF procured RDSO Approved sources per vendor Note Offers RDSO Approved sources considered 
,No,,,,,,,No 1903108408 ,,Outer Head Gasket HP Chicago Pneumatic Air Compressor OEM Part 
Drg.No T-0-5-648 ,No,,,,,,,,,Wearing plate side bearer latest 
,No,,,,,,,size 75 X 36 X 18 ,,Supply assembling single cot X Minimum ground clearance fit storage box along mosquito net frame detachable provision mosquito net frame also attached storage box Specification attached 
Drg.No WD-89007-,No,,Item No.02 ,,,,,RDSO 71 ,,Roller BOBRN wagon 
,Yes,,,,,Alt B ,,LW 76012 ,,Diffuser complete FTL fitting LHB coaches RCF Drawing 
,No,,,,,,,No 1903303604 ,,Connecting Rod Bolts Chicago Pneumatic Air Compressor OEM Part 
DRG .NO WLRRM-0-5-006 ,No,,,,,,,ICF 1 ICF 1 ,,LOWER SPRING BEAM ARRANGEMENT AC COACHES TO LOWER SPRING BEAM ARRANGEMENT FOR SELF-GENERATION AC COACHES TO ICF COL-1 E FROM APPROVED SOURCES ONLY 
,No,,,,,,,type 315 ,,Supply PVC shrouded DSL Aluminium Bus Bar RYBG accessories Specification attached 
,No,,,,,,,Size 3 x 4 4 900 X 1200 height 5 ATRP 12090 ,,Magnetic white writing Board Aluminium frame four heavy duty corners back side board tripod stand MS Powder coating height adjustable clamps non skid rubber pads extra holes adjustable height Model No TUMBI 
Drg.No.ICF/SK-6-3-446 ,No,,,,,Alt-c/nil ,,,,Supply stainless steel auxiliary roof water tank AC Coaches roof mounted AC package unit 
Drg.No.CONTR 9404-,No,,Item No.4 ,,,Alt-8 ,,wagon 5 ,,Center pivot ring BLC 
,No,,,,SK.NO.K2036 ,Alt-1 ,,RDSO 1 ,,Dust bin composite modular toilet AC coaches 
,No,,,,,,,No 1903145908 ,,Oil Wipre Ring HX Chicago Pneumatic Air Compressor OEM Part 
,No,,,,,,,No 1901000053 ,,Big End Bearing Chicago Pneumatic Air Compressor OEM Part 
DRG NO T-0-1-647 ,No,,,,,,,,,SAFETY LUG FOR AXLE BOX TO OF ICF 
Drg.No WD-91071-,No,,Item No 9 ,,,ALT 9 ,,RDSO 66 ,,Forged door hinge latest BOBRN Wagon 
Drg.No WD-92081-,No,,ITEM No.11 ,,,,,rdso 57 ,,Connecting link large bushes BOBRN wagon 
Drg.No WD-91071-,No,,,,,Alt nil latest Item.01 ,,RDSO 66 ,,Door flap BOBRN wagon 
Drg.No WD-89007-,No,,Item No.12 ,,,,,RDSO 71 ,,Safety bracket pin Roller BOBRN wagon 
Drg No DMU/DPC/-0-3-009 ,No,,,,,alt ,,DEMU 700 ICF 1 ,,Bogie frame arrangement HP Coaches 
,No,,,,,,,set 3 3 1 1 1 bottom 3 3 1 1 1 cushion 80 rest 40 ,,Sofa 1 made teak wood design back top handles fine polished along 3 1 1 sponge thick back rest thick cloth cover center table Sofa seat covers 
DRG.NO.C/ELS/LGD/GENL/3/19.,No,,,,,,,,,WOODEN WEDGE TO DRG ATTACHED 
,No,,,,,,,UNIT 207 EV207 3 OF 5 ITEMS 1 A 30 x 36 DIN 7603 7603 2 NO 2 K-RING 890 K-RING 20 N890/20 1 N890/20 2 NOS 3 RING 16 x 2.5 BDIN 3770 BDIN 2 NOS 4 FILTER 4 A 37470 37470 1 NO 5 FILTER 4 A 43212 43212 2 ,,SET OVERHAULING KIT FOR HOLDING ESCORT MAGNET VALVE TO EP VT CONSISTING OF SEALING 3 O RING x NOS 4 A NO 5 FILTER 4 A 2 NO 
,No,,,,,,,No 1903108508 ,,Outer Head Gasket LP Chicago Pneumatic Air Compressor OEM Part 
,No,,,,,,,approx 1981 approx 916 approx 486 doors 20 Shelves/Compartments 05 ,,Steel almirah equivalent Model STOREWEL PLAIN Godrej following Specifications Make GODREJ FEATHERLITE METHODEX Height Width approx Depth approx Gauge body Gauge double door twenty No Construction Knock Construction Colour Grey 
,No,,,,,,,per 778 Size 20 SIZE 20 CLASS 1 ,,GM valve screwed ends ISI marked Specifications A INSIDE LIFT TYPE GUN METAL LEADED IN BRONZE OR BRASS 
,No,,,,,,,Modal .1500 Specifications 1 W 1500 D 750 H 728 728mm 2 contain 03 facility 3 ,,Office Table Similar Godrej Make CPU Nilkamal Featherlite Dimensions Width b Depth Height Table Should Provided Wooden modesty panel b Slots top frame passage c. A CPU hanger Should drawer unit lock ADC required 
Drg.No wd-92081-,No,,ITEM No.04 ,,,,,RDSO 56 ,,Hook pivot pin washer BOBRN wagon 
,No,,,,,,,thickness 12 ,,Printed vinyl sticker sticking compreg Nuwood similar different sizes 
,No,,,,,,,No 27 parameters 1 Voltage 600 600V 2 Voltage 600 600V 3 Current 400 400A 4 Ranging 5 testing 6 ,,Supply Digital Clamp Meter Similar MECO Make Model Auto To measure following AC DC Voltage 600V AC Resistance Auto Diode Continuity testing Make MECO Similar Conditions Calibration certificate issued OEM Authorized agencies shall included supply 
Drg No DMU/DPC/-0-3-009 ,No,,,,,alt ,,DEMU 700 ICF 1 ,,Bogie frame arrangement HP Coaches 
Drg No ICF/MRVC/D-0-3-001 ,No,,,,,alt-1 ,,Coaches 180 Coaches 150 ICF 1 ,,Bogie frame arrangement EMU Trailer KN Air spring 
,No,,,,,,,per 778 marked 25 size 25 type 1 ,,Gun Metal valve screwed female ends ISI integral lift type Gun metal leaded bronze brass 
,No,,,,,,,consisting 2 items 1 channel 2 thickness 6 length 2 ,,G type door gear complete set Aluminium top amount feet 2 Sliding door fitting Ball bearing type 
,No,,,,,,,"Specifications 10.00 10.00 20 20 16 Nylon 146 Nylon 142 single 3 single 000 3,000kgs 795 795KP 115 load 630 DUNLOP 1 Flap 2 submitted 3 ",,Set Tyres TATA Lorry following PR Max cold max load Make CEAT MRF Each set consists Tyre Tube Purchase proof authorized dealer given per OEM 
Drg.No WTAC 4-0-3-405 ,No,,,,,,,Modified 25 Modified 25 ,,Belt Tension Bracket Assembly Belt Tension Bracket Assembly Modified 25kw alternator 
DRG.NO T-5-5-527 ,No,,,,,ALT.P/18 ,,ICF 1 ,,RUBBER BUFFER FOR LAVATORY WINDOW TO 
,No,,,,,,,"PRO 202 PRO 203 Up 26 Up 25 ppm 4 Up 1200 x 1200 Up 4800 x 600 Normal 750 MHZ 128 RAM 2 Cycle 15 Cycle 000 Up 250 250 2 250 000 2,000 2 pages2 1 USB 2.0 2.0 1 Ethernet 10 Ethernet 100 ",,LaserJet printer equivalent Model HP LaserJet Printer series Similar Model Print speed ISO Up 1200 dpl Black Best Up x dpl Black MB LCD Text Duty per month RMPV Up Make HP CANON SAMSUNG 
,No,,,,,,,No 280 280 2 Core 3 i3 6 Gen 2 RAM 4 4GB 3 Disk 500 GB 4 4.Monitor 18.5 LED 5 RW 6 6.Network 10 6.Network 100 6.Network 100 Ethernet 7 Windows 10 Pro 8 Mouse 9 9.Warranty 3 ,,Desktop computer preloaded operating system equivalent model MT HP following Specifications Processor Intel Hard 3 Year site Make HP DELL LENOVO 
Drg.No T-0-3-678 ,No,,,,,,,arrangement 4.5 arrangement 4.5 ICF 2 ,,Modified belt tension bracket KW Modified belt tension bracket arrangement 4.5 KW Coaches 
,No,,,,,,,PART 3235129 ,,VALVE PRESSURE REGULATOR TO CUMMINS MAKE CUMMINS OR EQUIVALENT 
DRG NO.DMU/DPC-0-4-001 ,No,,,,,ALT-M/8 ,,DEMU 700 ,,BOGIE BOLSTER ARRANGEMENT FOR COACHES TO 
,Yes,,,,,Alt B ,,LW 76012 ,,Diffuser complete FTL fitting LHB coaches RCF Drawing 
,No,,,,,,,Machine 600 ,,Welding Rectifier per attached 
,No,,,,,,,IS 4576 IS 1999 Reaffirmed 2009 2009 19 May 17 March 18 approx 20 ,,Liquefied petroleum gas LPG metal cutting per kgs capacity returnable supply effected cylinders 
,No,,,,,,,No 27 parameters 1 Voltage 600 600V 2 Voltage 600 600V 3 Current 400 400A 4 Ranging 5 testing 6 ,,Supply Digital Clamp Meter Similar MECO Make Model Auto To measure following AC DC Voltage 600V AC Resistance Auto Diode Continuity testing Make MECO Similar Conditions Calibration certificate issued OEM Authorized agencies shall included supply 
Drg.No.CG-11085 ,No,,,,,Alt.3 ,,Interface .150 ,,
DRG NO DMU/DPC-0-3-009 ,No,,,,,,,DEMU 700 DEMU 700 ,,BOGIE FRAME ARRANGEMENT FOR COACHES TO BOGIE FRAME ARRANGEMENT FOR DEMU 700hp COACHES TO ICF COL-I Note approved sources considered 
,No,,,,,,,NO 54 ,,SHORT BODY BIB COCK AS PER JAQUAR MODEL OR HINDWARE FOAM TYPE 
DRG NO DMU/DPC5-0-3 -- 501 ,No,,,,,ALT-w/5 ,,DEMU 1400 ,,BOGIE BOLSTER ARRANGEMENT FOR AIR SUSPENSION BOGIE FOR AERO DYNAMIC COACHES TO 
DRG.NO -DMU/DPC10-0-4-001 ,No,,,,,ALT-D ,,OF 20 WITH 180 ,,BOLSTER ARRANGEMENT FOR ALL TYPES TONNE BOGIE KN AIR SPRING TO 
,No,,,,,,,,,Integrated Test Bench Air Spring Suspension Control Equipment Leveling valve Duplex check valve As Per enclosed specification 
,No,,,,,,,mask 3 ,,Nose Mask One time use throw cloth Note Fabric ply Elastic 
,No,SPECN.NO.TI/SPC/OHE/TOOL SPL/0990.RDSO ,,,,,,RDSO 1.6 CAPACITY 2.6 WITH 20 ,,TONNE LIFTING TONNES PULLING CAPACITY GEARLESS HAND OPERATED PULLING AND LIFTING MACHINE METERS LENGTH OF GALVANISED STEEL WIRE ROPE AS PER 
DRG.NO LWGFAC-2-1-001 ,Yes,,,,,,REV-01 ,RDSO 2011 RDSO 03 RDSO 2011 RDSO 03 THE .1 DRAWINGS .2 DRAWINGS 1 QTY-1 .3 WITH 20 DRAWINGS 1 QTY-1 .4 WITH 12 DRAWVINGS 1 QTY-1 .5 WITH 16 DRAWINGS 1 QTY-1 .6 WITH 16 DRAWINGS 1 ,QTY-1 ,DESIGN MANUFACTURE AND SUPPLY OF IMPROVED HIGH TENSILE TIGHT LOCK CENTRE BUFFER COUPLER AAR H TYPE HEAD BALANCED DRAFT GEAR AND ITS ASSOCIATED COMPONENTS FOR FITMENT ON BROAD GAUGE PASSENGER COACHES OF INDIAN RAILWAY AS PER APPROVED SOURCES ONLY NEED TO QUOTE COUPLER MOUNTING ARRANGEMENT ON UNDER FRAME SHALL BE GENERALLY TO ICF DESIGN MANUFACTURE AND SUPPLY OF IMPROVED HIGH TENSILE TIGHT LOCK CENTRE BUFFER COUPLER WITH AAR H TYPE HEAD BALANCED DRAFT GEAR AND ITS ASSOCIATED COMPONENTS FOR FITMENT ON BROAD GAUGE PASSENGER COACHES OF INDIAN RAILWAY AS PER RDSO SPEC.NO.RDSO/2011/CG-03 OR LATEST.RDSO APPROVED SOURCES ONLY NEED TO QUOTE COUPLER MOUNTING ARRANGEMENT ON UNDER FRAME SHALL BE GENERALLY TO ICF ALT COUPLER SET SHALL CONSIST OF LOCK COUPLER HEAD AND ASSOCIATED COMPONENTS REFERENCE RDSO APPROVED FIRM BALANCED DRAFT GEAR WITH PIVOT PIN REFERENCE RDSO APPROVED FIRM DRAWINGS DEVICE FOR COUPLER HEAD WITH FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 UNCOUPLING DEVICE WITH FASTENERS REFERANCE RDSO APPROVED FIRM QTY-1 REAR CARRIER PLATE FOR DRAFT GEAR WITH FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 FRONT CARRIER PLATE FOR DRAFT GEAR WITH M16 FASTENERS RDSO APPROVED FIRM DRAWINGS QTY-1 NO 
,No,,,,,,,SIZE 12 TO 20 IN 40 IS 439 439 1989 ,,CRUSHED HARD COKE TO WITHOUT POWDER PACKED KGS BAGS TO FC 
DRG.NO.WD-90007/,No,,,,,ALT-13 ,,TO 01 ITEMS 1 1 4 4 5 5 6 6 7 7 9 9 10 IS 2062 IS 11 2062/11 250 ,,FLAP DOOR ARRANGEMENT IN ASSEMBLED CONDITION FOR BOXN BOXNHS WAGON NOTE MATERIALS SHOULD BE MANUFACTURED OUT BEARING STEEL TO C IN LIEU OF COPPER BEARING STEEL 
DRG.NO.WD.00006-,No,,,AMEND.NO.1 ,,ALT-3 ,,RDSO 01 TO .14 TO 2007 OF 2009 ,,BRAKE BLOCK K TYPE WAGON AS PER MATERIAL CONFIRMING READ WITH 
DRG NO CONTR 9404-,No,,ITEM NO.17 ,AMDT NO.1 ,,ALT 7 ,REV-2 ,NUT 2 NO 9404 CONTR-9404 4 ITEM 4 CONTR-LCCF 20 20 0 20 96 OF .10 OF .10 ,,ADPATOR RETAINER BOLT AND LOCK OR LATEST ALT T WITH OF FEB.10 
,No,,,,,,,RECEIVER 5 UPTO 16 OF 146 OF 174 CYCLE 10 CYCLE 10 CYCLE 80 MINIMUM 10 STANDARD 810 BE 1 DUPLEX 2 FREQUENCY- 146 FREQUENCY- 174 MHz 3 CHANNELS-MINIMUM 16 FACILITY 4 CHANNEL 25 OR 12.5 12.5khZ 5 MIL 810 TRANSMITER 1 POWER 5 SUPPLY 1 CYCLE 10 CYCLE 10 CYCLE 80 MINIMUM 10 ,,VHF HAND TRANS SYNTHESIZED PROGRAMMABLE CHANNELS IN FREQUENCY RANGE MHZ WITH RECHARGEABLE BATTERY HAVING DUTY THAT CAN LAST FOR HOURS ALONG WITH REQUIRED CHARGER THE SET SHOULD COMPLY LATEST AND ORM CERTIFICATE COMPLIANCE VERIFICATION BY RDSO FOR COMPILING THE MIL STANDARD TO TYPE OF THE 146-174 16 NO OF CHANNELS TO BE PROVIDED WITH SCANNING KHz OR MIL C/D/E/F OR LATEST OEM CERTIFICATION AND ITS COMPLIANCE VERIFICATION BY RDSO TO BE FURNISHED WATT POWER 1 BATTERIES WITH DUTY CYCLE 10:10:80 THAT CAN LAST FOR MINIMUM 10 HOURS WITH REQUIRED CHARGER 
,No,,,,,,,NO 72039 72039 72040 NO 72039 72039 72040 ,,ATL PLATED HEX NUT WITH TORX SCREW FOR TWIST LOCK HOLLAND PART OR SANROK PART NO 72039 72040 
DRG NO 3 ,No,,,,,,,EB 6288 ,,LOAD SENSING DEVICE HOUSING SUB ASSY TO ESCORT 
DRG NO RITES/TP-9405-,No,,,,,ALT 8 ,,TO 001 ,,SLACKLESS DRAW BAR FOR BLC WAGON OR LATEST 
,No,,,,,,,IN 400 IS 495 IS 1967 ,,GRAPHITE FLAKE GM PACK CONFIRMING TO 
,No,,,,,,,CODE 9476840 ,,VALVE CASE ASSEMBLY FOR CPT RIVETTING GUN 
,No,,,,,,,INPU 750 TO 850 SPEED 900 TO 1000 INSTEL 13 CONCRETE 4 TO 26 ,,ELECTRICALLY OPERATED SINGLE PHASE HAND DRILLING MACHINE POWER W W NO LOAD RPM TO RPM DRILLING RANGE IN TO INFINITELY VARIABLE SPEED CONTROL MAKE BOSCH KPT OR RAILWOLF 
,No,,,,,,,IN 100 ,,DEODORANT AIR FRESHNER STICK GRAMS PACK WITH HANGING COVER BALSARA MAKE ODONIL OR FLORA 
,No,,,,,,,INPUT 750 TO 800 SPEED 5000 TO 6000 DIAMETER 100 ,,ELECTRICALLY OPERATED SINGLE PHASE STRAIGHT GRINDER POWER W NO LOAD RPM TO RP WHEEL MM MAKE BOSCH OR RAILWOLF 
DRG NO 3 ,No,,,,,,,EB 6288 ,,LOAD SENSING DEVICE HOUSING SUB ASSY TO ESCORT 
DRG NO CONTR-9404 ,No,,,,,ALT 7 ,,SET 4 PCS 04 ITEM 6 ,,SIDE FRAME FRICTION LINER ONE 
DRG NO CONTR 9404 5/8 ,No,,,AMDT NO.1 ,,ALT 11 ,REV.2 ,ITEM 1 CONTR-LCCF 20 C 96 FEB 10 FEB 10 ,,CENTRE PIVOT TOP TO OR LATEST WITH OF OF FEB 10 
DRG NO WD-96031-,No,,,,,,,TO 01 ,,FABRICATED HAND BRAKE WHEEL SIDE OPERATED 
DRG NO CONTR 9404-,No,,ITEM NO 9 ,AMDT NO 1 ,,ALT 7 ,REV 2 ,WASHER 4 PIN 2 S/2 2 CONTR 9404 CONTR 4 ALT 7 NO 5 CONTR-LCCF 20 C 96 FEB 10 FEB 10 ,,SIDE FRAME KEY BOLT WITH NUT SPRING DIA SPLIT DRG ITEM NO WITH OF OF FEB 10 
DRG NO RITES/TP-9405-,No,,,,,ALT 8 ,,TO 001 ,,SLACKLESS DRAW BAR FOR BLC WAGON OR LATEST 
,No,,,,,,,RATHCET 135 RATHCET 540 RANGE:135-540 14 RANGE:135-540 56 DRIVE 3 DRIVE 4 3/4 20 ,,ADJUSTABLE MECHANICAL TORQUE WRENCH TYPE KG FM MM SQUARE DRIVE MAKE GRIHOLD OR POWER MASTER OR EQUIVALENT 
DRG NO RITES/TP 9405-,No,,ITEM NO 8 ,,,ALT 9 ,,BAR 001 E 50226 ,,DRAW OR LATEST REF DRG NO 
DRG.NO LWGFAC-2-1-001 ,Yes,,,,,,REV-01 ,RDSO 2011 RDSO 03 RDSO 2011 RDSO 03 THE .1 DRAWINGS .2 DRAWINGS 1 QTY-1 .3 WITH 20 DRAWINGS 1 QTY-1 .4 WITH 12 DRAWVINGS 1 QTY-1 .5 WITH 16 DRAWINGS 1 QTY-1 .6 WITH 16 DRAWINGS 1 ,QTY-1 ,DESIGN MANUFACTURE AND SUPPLY OF IMPROVED HIGH TENSILE TIGHT LOCK CENTRE BUFFER COUPLER AAR H TYPE HEAD BALANCED DRAFT GEAR AND ITS ASSOCIATED COMPONENTS FOR FITMENT ON BROAD GAUGE PASSENGER COACHES OF INDIAN RAILWAY AS PER APPROVED SOURCES ONLY NEED TO QUOTE COUPLER MOUNTING ARRANGEMENT ON UNDER FRAME SHALL BE GENERALLY TO ICF DESIGN MANUFACTURE AND SUPPLY OF IMPROVED HIGH TENSILE TIGHT LOCK CENTRE BUFFER COUPLER WITH AAR H TYPE HEAD BALANCED DRAFT GEAR AND ITS ASSOCIATED COMPONENTS FOR FITMENT ON BROAD GAUGE PASSENGER COACHES OF INDIAN RAILWAY AS PER RDSO SPEC.NO.RDSO/2011/CG-03 OR LATEST.RDSO APPROVED SOURCES ONLY NEED TO QUOTE COUPLER MOUNTING ARRANGEMENT ON UNDER FRAME SHALL BE GENERALLY TO ICF ALT COUPLER SET SHALL CONSIST OF LOCK COUPLER HEAD AND ASSOCIATED COMPONENTS REFERENCE RDSO APPROVED FIRM BALANCED DRAFT GEAR WITH PIVOT PIN REFERENCE RDSO APPROVED FIRM DRAWINGS DEVICE FOR COUPLER HEAD WITH FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 UNCOUPLING DEVICE WITH FASTENERS REFERANCE RDSO APPROVED FIRM QTY-1 REAR CARRIER PLATE FOR DRAFT GEAR WITH FASTENERS REFERENCE RDSO APPROVED FIRM DRAWINGS QTY-1 FRONT CARRIER PLATE FOR DRAFT GEAR WITH M16 FASTENERS RDSO APPROVED FIRM DRAWINGS QTY-1 NO 
,No,,,,,,,INPUT 1100 TO 1250 SPEED 5000 TO 6000 DIA 150 ,,ELECTRICALLY OPERATED SINGLE PHASE HEAVY DUTY STRAIGHT GRINDER WATTS WATTS NO LOAD RPM TO RPM WHEEL MAKE KPT PROMPT OR RALLIWOLF 
,No,,,,,,,SIZE 12 TO 20 IN 40 IS 439 439 1989 ,,CRUSHED HARD COKE TO WITHOUT POWDER PACKED KGS BAGS TO FC 
,No,,,,,,,DRWING .32431 DRWING 32 DRWING .32431 DRWING 32 IS 210 FG 260 ,,ADHESION BRAKE BLOCK TO ADHESION BRAKE BLOCK TO DRWING NO.32431/32 FOR NMR CAST IRON TO GRADE 
,No,,,,,,,NOZZLE 25065 CODE 61870 ,,FOR HIGH PRESSURE JET PUMP OF INVENTA OR SIMILAR 
,No,,,,,,,LUBE 2 IN 20 NO 321855000 ,,GODREJ LTR CONTAINER FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,No,,,,,,,NOZZLE 25065 CODE 61870 ,,FOR HIGH PRESSURE JET PUMP OF INVENTA OR SIMILAR 
,No,,,,,,,WASHER 17.5 OF 20 ,,DEGREE LOW ANGLE PERPEX WEDGE WITH ALUMINIUM CASING FOR DIRECT ATTACHMENT IN ANY NORMAL SINGLE CRYSTAL PROBE MM ANGLE AND EXIT POINT ENGRAVED ON WEDGE WITH REDCOLOUR WITH PACKING 
DRG.NO.WD.82064 ,No,,,,,ALT 12 ,,IRSA 600 COMPLETE 01 ,,SLACK ADJUSTER FOR FREIGHT STOCK OR LATEST 
,No,,,,,,,W 4163 BE 850 ,,ARRANGEMENT OF MUG AND CHAIN IN THE LAVATORY AS PER SKETCH C THE LENGTH OF THE CHAIN SHOULD 
DRG.NO.2,No,,,,,,,] 4554 OF 7 ,,OVERHAULING KIT FOR CONSISTING ITEMS 
DRG NO RDSO/PE/SK/TL-0129-2009 ,No,SPECN RDSO/PE/SPEC/AC/0006-2009 ,,,,,REV-1 ,FOR 13 ,,BUSH BOGIE TO RDSO NO 
,No,,,,,,,NO 315852000 ,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,No,,,,,,,IN 50 ,,MOSQUITO REPELLENT CREAM GOOD KNIGHT NATURAL OR ODOMOS OR EQUIVALENT 
,No,,,,,,REV 00 ,MDTS 233 IN 20 ,,SUPPLY AND CHARGING OF DRDO ANAEROBIC BACTERIA COACH TOILET AS PER IN LITRE CONTAINER DELIVERY AT DESTINATION 
,No,,,,,,,INPUT 750 TO 800 SPEED 5000 TO 6000 DIAMETER 100 ,,ELECTRICALLY OPERATED SINGLE PHASE STRAIGHT GRINDER POWER W NO LOAD RPM TO RP WHEEL MM MAKE BOSCH OR RAILWOLF 
,No,,,,,,,NO 316851002 ,,AIR FILTER SECONDARY FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,No,,,,,,,NO 316851001 ,,AIR FILTER PRIMARY FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,No,,,,,,,NO 315852000 ,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,No,,,,,,,NO 316851001 ,,AIR FILTER PRIMARY FOR SULLAIR GODREJ AIR COMPRESSOR PART 
DRG.9405 ,No,,ITEM NO.46 ,,,,,CONCOR 13 ,,PRESSURE REDUCING VALVE FOR BLC WAGON TO 
DRG NO RITES/TP 9405-,No,,ITEM NO 8 ,,,ALT 9 ,,BAR 001 E 50226 ,,DRAW OR LATEST REF DRG NO 
,No,,,,,,,NO 316851002 ,,AIR FILTER SECONDARY FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,Yes,,,,,ALT 2 ,,WD 86013 WD 71 ITEM 1 ,,HORIZONTAL LEVER DRAWING NO LATEST 
,Yes,,,,,ALT 4 ,,NO 92081 NO 57 item 11 ,,CONNECTING LINK LARGE DRAWING LATEST 
DRG NO WD 86013-,No,,,,,,,RDSO 57 ITEM 9 ,,TURN BUCKLE FOR BOBRN AS PER 
,Yes,,,,,ALT NIL LATEST ,,WRS-R-MISC-NO 1283 ,,LEVER X END BOBRN DRAWING 
,Yes,,,,,ALT 1 ,,NO 92081 NO 55 ITEM 4 ,,OPERATING LEVER DRAWING LATEST 
,No,,,,,,,NO 315852000 ,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,Yes,,,,,ALT NIL LATEST ,,NO 1284 ,,LEVER Y END DRAWING NO 
,Yes,,,,,ALT 4 ,,NO 92081 NO 57 item 11 ,,CONNECTING LINK LARGE DRAWING LATEST 
,Yes,,,,,ALT /LATEST ,,WD 86013 86013 71 ,,TIE ROD DRAWING NO 
,No,,,,,,,NO 316851002 ,,AIR FILTER SECONDARY FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,No,,,,,,,NO 316851001 ,,AIR FILTER PRIMARY FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,Yes,,,,,ALT /LATEST ,,WD 86013 86013 71 ,,TIE ROD DRAWING NO 
,Yes,,,,,ALT NIL LATEST ,,NO 1284 ,,LEVER Y END DRAWING NO 
,Yes,,,,,ALT 1 ,,NO 86013 86013 72 ITEM 6 ,,SHORT LINK X END DRAWING LATEST 
,Yes,,,,,ALT 6 ,,NO 92081 NO 59 ITEM 9 ,,OPERATING SHAFT DRAWING LATEST 
DRG NO WD 01065/,No,,,,,,,DEVICE 1 DEVICE 1 OF 02 ABR 02 APR 10 ,,LOAD SENSING LOAD SENSING DEVICE S1 ALT NIL AND TO SPEC NO APPENDIX P OF 
,No,,,,,,,LAMP 1 LIGHT 2 VOLTAGE 220 220 10 10 3 PERIOD 8 TO 12 MINIMUM 500 LUX 4 4 2 ABOVE 5 MATERIALS 6 SJ 2007 SIMILAR 7 7 24 7 30 ,,RECHARGEABLE LED BASED INSPECTION WHITE POWER LED BASED HAND HELD RECHARGEABLE TORCH CHARGING INPUT AC DISCHARGE HOURS AND LIGHT FOCUS WITH REFLECTIVE BRAND ELECTRO LINE OR OR MONTHS FROM THE DATE OF SUPPLY 
DRG NO WD 01065/,No,,,,,,,DEVICE 1 DEVICE 1 OF 02 ABR 02 APR 10 ,,LOAD SENSING LOAD SENSING DEVICE S1 ALT NIL AND TO SPEC NO APPENDIX P OF 
,Yes,,,,,ALT 1 ,,NO 86013 86013 72 ITEM 6 ,,SHORT LINK X END DRAWING LATEST 
,Yes,,,,,ALT NIL LATEST ,,WRS-R-MISC-NO 1283 ,,LEVER X END BOBRN DRAWING 
,No,,,,,,,NO 315852000 ,,OIL FILTER FOR SULLAIR GODREJ AIR COMPRESSOR PART 
,Yes,,,,,ALT 1 /,,NO 86013 NO 72 ITEM 8 8 8 ,,PULLROD SAFETY BRACKET DRAWING LATEST 
DRG NO WD 86013-,No,,,,,,,RDSO 57 ITEM 9 ,,TURN BUCKLE FOR BOBRN AS PER 
,Yes,,,,,ALT 4 ,,WD 92081 WD 57 ITEM 9 ,,TURN BUCKLE DRAWING NO LATEST 
,Yes,,,,,ALT 1 /,,NO 86013 NO 72 ITEM 8 8 8 ,,PULLROD SAFETY BRACKET DRAWING LATEST 
,Yes,,,,,ALT 4 ,,NO 91071 NO 66 ITEM 6 ,,DOOR HINGE FOR BOBRN WAGON DRAWING LATEST 
,Yes,,,,,ALT 4 ,,NO 89007 NO 71 ITEM 4 ,,CONTROL LEVER DRAWING LATEST 
,Yes,,,,,ALT 4 ,,NO 91071 WD-91071 66 ITEM 6 ,,DOOR PIN DRAWING LATEST 
DRG.NO.2,No,,,,,,,] 4554 OF 7 ,,OVERHAULING KIT FOR CONSISTING ITEMS 
,No,,,,,,,WASHER 17.5 OF 20 ,,DEGREE LOW ANGLE PERPEX WEDGE WITH ALUMINIUM CASING FOR DIRECT ATTACHMENT IN ANY NORMAL SINGLE CRYSTAL PROBE MM ANGLE AND EXIT POINT ENGRAVED ON WEDGE WITH REDCOLOUR WITH PACKING 
,No,,,,,,REV 00 ,MDTS 233 IN 20 ,,SUPPLY ANAEROBIC BACTERIA COACH TOILET AS PER IN LITRE CONTAINER DELIVERY AT DESTINATION 
,Yes,,,,,ALT NIL LATEST ,,NO 1284 ,,LEVER Y END DRAWING NO 
DRG NO WD 01065/,No,,,,,,,DEVICE 1 DEVICE 1 OF 02 ABR 02 APR 10 ,,LOAD SENSING LOAD SENSING DEVICE S1 ALT NIL AND TO SPEC NO APPENDIX P OF 
,Yes,,,,,ALT 4 ,,NO 92081 NO 57 item 11 ,,CONNECTING LINK LARGE DRAWING LATEST 
